	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu6481	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae			0.838954111
Zotu6482	Fungi							1
Zotu6483	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales	_unidentified	_unidentified	_unidentified	0.991471008
Zotu6484	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.995021575
Zotu6485	Fungi	_Ascomycota	_Pezizomycotina_cls_Incertae_sedis	_Pezizomycotina_ord_Incertae_sedis	_Pezizomycotina_fam_Incertae_sedis	_Hymenula	_Hymenula_cerealis	0.889922848
Zotu6486	Fungi							1
Zotu6487	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.999676626
Zotu6488	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma	_Trichoderma_turrialbense	0.971841106
Zotu6489	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Periconiaceae	_Periconia	_Periconia_macrospinosa	0.999959686
Zotu6490	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.994531764
Zotu6491	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.954132523
Zotu6492	Fungi	_Ascomycota						0.821421788
Zotu6493	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Entolomataceae	_Clitopilus	_unidentified	0.996832085
Zotu6494	Fungi	_Ascomycota	_Sordariomycetes					0.785706834
Zotu6495	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Xylariaceae	_Hypoxylon	_Hypoxylon_perforatum	0.999989959
Zotu6496	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.992461843
Zotu6497	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Chaetosphaeronema	_unidentified	0.954076038
Zotu6498	Fungi							1
Zotu6499	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.794061094
Zotu6500	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.861841803
Zotu6501	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.81305169
Zotu6502	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Cyphellophoraceae	_Cyphellophora		0.999932989
Zotu6503	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Pseudopithomyces	_Pseudopithomyces_chartarum	0.985319949
Zotu6504	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Pseudotomentella	_Pseudotomentella_griseopergamacea	0.752532433
Zotu6505	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.977151921
Zotu6506	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.902632883
Zotu6507	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.76232278
Zotu6508	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.871517368
Zotu6509	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Scytalidium	_Scytalidium_aurantiacum	0.993170355
Zotu6510	Fungi							1
Zotu6511	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.887362595
Zotu6512	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.794728222
Zotu6513	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Agaricaceae	_Echinoderma	_Echinoderma_echinaceum	0.920342715
Zotu6514	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.925752808
Zotu6515	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.857927736
Zotu6516	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.718995924
Zotu6517	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.913046934
Zotu6518	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.985901956
Zotu6519	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.992329322
Zotu6520	Fungi							1
Zotu6521	Fungi	_Ascomycota	_Sordariomycetes					0.864935759
Zotu6522	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Amphinema	_Amphinema_byssoides	0.998469785
Zotu6523	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.977284157
Zotu6524	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.99927736
Zotu6525	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999998717
Zotu6526	Fungi	_Ascomycota	_Sordariomycetes	_Conioscyphales	_Conioscyphaceae	_Conioscypha	_unidentified	0.999646366
Zotu6527	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Cercophora	_unidentified	0.997653245
Zotu6528	Fungi							1
Zotu6529	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_simplicissimum	0.877226009
Zotu6530	Fungi	_Basidiomycota	_Tremellomycetes	_Tremellales	_Bulleribasidiaceae	_Vishniacozyma	_Vishniacozyma_dimennae	0.993147345
Zotu6531	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Monocillium	_Monocillium_griseo-ochraceum	0.999998658
Zotu6532	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Talaromyces		0.999996161
Zotu6533	Fungi							1
Zotu6534	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.955581027
Zotu6535	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Ophiosphaerella	_unidentified	0.998456493
Zotu6536	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.999501902
Zotu6537	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.916760487
Zotu6538	Fungi							1
Zotu6539	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_unidentified	_unidentified	0.929644604
Zotu6540	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Hypomyces	_unidentified	0.789002101
Zotu6541	Fungi							1
Zotu6542	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_unidentified	_unidentified	0.968560618
Zotu6543	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Ophiocordycipitaceae	_Tolypocladium	_unidentified	0.906606559
Zotu6544	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.86671385
Zotu6545	Fungi							1
Zotu6546	Fungi	_Ascomycota	_Sordariomycetes	_Chaetosphaeriales	_Chaetosphaeriaceae	_Chaetosphaeria		0.822392763
Zotu6547	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron	_unidentified	0.979354899
Zotu6548	Fungi	_Ascomycota	_Sordariomycetes					0.903378078
Zotu6549	Fungi							1
Zotu6550	Fungi	_Ascomycota						0.70890294
Zotu6551	Fungi							1
Zotu6552	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.809374918
Zotu6553	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Cortinariaceae	_Cortinarius		0.999886292
Zotu6554	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.817308094
Zotu6555	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.73144077
Zotu6556	Fungi							1
Zotu6557	Fungi	_Basidiomycota	_Microbotryomycetes	_Leucosporidiales	_unidentified	_unidentified	_unidentified	0.985226745
Zotu6558	Fungi							1
Zotu6559	Fungi							1
Zotu6560	Fungi	_Ascomycota	_Eurotiomycetes	_Onygenales	_Onygenales_fam_Incertae_sedis	_Malbranchea	_Malbranchea_cinnamomea	0.999999425
Zotu6561	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_chaetospira	0.94515699
Zotu6562	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Schizothecium		0.730258208
Zotu6563	Fungi							1
Zotu6564	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.778620522
Zotu6565	Fungi	_Mucoromycota	_Mucoromycotina_cls_Incertae_sedis	_Mucoromycotina_ord_Incertae_sedis	_Mucoromycotina_fam_Incertae_sedis	_Bifiguratus	_unidentified	0.997322933
Zotu6566	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.833405119
Zotu6567	Fungi							1
Zotu6568	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella		0.999726241
Zotu6569	Fungi							1
Zotu6570	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Curvularia	_Curvularia_kusanoi	0.794738783
Zotu6571	Fungi							1
Zotu6572	Fungi	_Basidiomycota	_Geminibasidiomycetes	_Geminibasidiales	_Geminibasidiaceae	_Basidioascus	_Basidioascus_persicus	0.999835715
Zotu6573	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Sclerotiniaceae			0.98735706
Zotu6574	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Melanommataceae	_Melanodiplodia	_Melanodiplodia_tianschanica	0.979324449
Zotu6575	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_chienii	0.999940012
Zotu6576	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.754955086
Zotu6577	Fungi							1
Zotu6578	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.783356969
Zotu6579	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_unidentified	0.874576782
Zotu6580	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.707519179
Zotu6581	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.886332584
Zotu6582	Fungi							1
Zotu6583	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.81707838
Zotu6584	Fungi							1
Zotu6585	Fungi	_Ascomycota	_Sordariomycetes					0.817870772
Zotu6586	Fungi	_Ascomycota						0.768191751
Zotu6587	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Chaetomellaceae	_Chaetomella	_Chaetomella_raphigera	0.999998607
Zotu6588	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.929992129
Zotu6589	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Diatrypaceae	_Monosporascus	_unidentified	0.908486689
Zotu6590	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma		0.950945991
Zotu6591	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.79619273
Zotu6592	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.846689119
Zotu6593	Fungi							1
Zotu6594	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_Clavaria_fragilis	0.999891992
Zotu6595	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Torulaceae	_Dendryphion	_Dendryphion_europaeum	0.999628724
Zotu6596	Fungi	_Ascomycota						0.823437143
Zotu6597	Fungi	_Ascomycota	_Lecanoromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.943399149
Zotu6598	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Bradymyces	_unidentified	0.98323833
Zotu6599	Fungi							1
Zotu6600	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Rhizophagus	_unidentified	0.947588008
Zotu6601	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora		0.998694497
Zotu6602	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.810821396
Zotu6603	Fungi							1
Zotu6604	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_unidentified	0.961870977
Zotu6605	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Sclerotiniaceae			0.993467572
Zotu6606	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Chalara	_Chalara_angustata	0.999995284
Zotu6607	Fungi	_Basidiomycota	_Agaricomycetes	_Polyporales	_Irpicaceae	_Ceriporia	_Ceriporia_xylostromatoides	0.999966625
Zotu6608	Fungi							1
Zotu6609	Fungi							1
Zotu6610	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Glarea	_unidentified	0.822451593
Zotu6611	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.787229236
Zotu6612	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.985941912
Zotu6613	Fungi							1
Zotu6614	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.830733782
Zotu6615	Fungi	_Basidiomycota	_Microbotryomycetes	_Sporidiobolales	_unidentified	_unidentified	_unidentified	0.998634565
Zotu6616	Fungi	_Ascomycota	_Lecanoromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.761439654
Zotu6617	Fungi	_Ascomycota	_Dothideomycetes					0.707676911
Zotu6618	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Leptosphaeriaceae	_Plenodomus	_Plenodomus_lijiangensis	0.872113693
Zotu6619	Fungi							1
Zotu6620	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_unidentified	_unidentified	_unidentified	0.966960479
Zotu6621	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.928092237
Zotu6622	Fungi							1
Zotu6623	Fungi							1
Zotu6624	Fungi							1
Zotu6625	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.715907997
Zotu6626	Fungi							1
Zotu6627	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.980900148
Zotu6628	Fungi	_Ascomycota	_Sordariomycetes					0.963671148
Zotu6629	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Pustularia	_unidentified	0.999280946
Zotu6630	Fungi							1
Zotu6631	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.973394715
Zotu6632	Fungi	_Ascomycota						0.718731479
Zotu6633	Fungi	_Ascomycota	_Sordariomycetes					0.999968071
Zotu6634	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Mycenella	_Mycenella_bryophila	0.993640185
Zotu6635	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.992806713
Zotu6636	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Entolomataceae	_Clitopilus	_unidentified	0.992989746
Zotu6637	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.818366315
Zotu6638	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.99999869
Zotu6639	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Clavicipitaceae	_unidentified	_unidentified	0.999253553
Zotu6640	Fungi							1
Zotu6641	Fungi							1
Zotu6642	Fungi	_Ascomycota						0.828302981
Zotu6643	Fungi							1
Zotu6644	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.998188763
Zotu6645	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.96468675
Zotu6646	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Heteroconium	_unidentified	0.999998795
Zotu6647	Fungi	_Ascomycota	_Sordariomycetes	_Microascales	_Microascaceae	_Kernia	_Kernia_retardata	0.999745582
Zotu6648	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium		0.997058974
Zotu6649	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.793249429
Zotu6650	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Curvularia	_Curvularia_lunata	0.998549762
Zotu6651	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_Achroiostachys	_Achroiostachys_levigata	0.980250548
Zotu6652	Fungi	_Ascomycota	_Sordariomycetes	_Diaporthales	_Valsaceae	_unidentified	_unidentified	0.847693252
Zotu6653	Fungi							1
Zotu6654	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_unidentified	0.860919272
Zotu6655	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.855418895
Zotu6656	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Pseudoophiobolus		0.869927929
Zotu6657	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_unidentified	_unidentified	_unidentified	0.778678851
Zotu6658	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.704108555
Zotu6659	Fungi							1
Zotu6660	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.847531245
Zotu6661	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.980886223
Zotu6662	Fungi							1
Zotu6663	Fungi	_Ascomycota	_Sordariomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.755643237
Zotu6664	Fungi							1
Zotu6665	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_unidentified	_unidentified	0.872918021
Zotu6666	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium	_Fusarium_solani	0.998879938
Zotu6667	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Massarinaceae	_Stagonospora	_Stagonospora_trichophoricola	0.734281418
Zotu6668	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella		0.905459447
Zotu6669	Fungi	_Ascomycota	_Dothideomycetes	_Hysteriales	_unidentified	_unidentified	_unidentified	0.998919834
Zotu6670	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Hymenoscyphus	_Hymenoscyphus_herbarum	0.848984334
Zotu6671	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.999301446
Zotu6672	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.709985099
Zotu6673	Fungi	_Ascomycota	_Dothideomycetes	_Dothideales	_Aureobasidiaceae	_Aureobasidium	_Aureobasidium_pullulans	0.929227309
Zotu6674	Fungi							1
Zotu6675	Fungi							1
Zotu6676	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Cantharellales_fam_Incertae_sedis	_Sistotrema	_Sistotrema_adnatum	0.707170169
Zotu6677	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.857930441
Zotu6678	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.987632044
Zotu6679	Fungi							1
Zotu6680	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_conica	0.968565576
Zotu6681	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Melanommataceae			0.999624812
Zotu6682	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Athelopsis	_Athelopsis_lembospora	0.9999803
Zotu6683	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.999999387
Zotu6684	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Scutellinia	_unidentified	0.99999773
Zotu6685	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Cordycipitaceae	_Lecanicillium	_Lecanicillium_fungicola	0.848527896
Zotu6686	Fungi	_Ascomycota						0.751028309
Zotu6687	Fungi	_Ascomycota	_Sordariomycetes	_Myrmecridiales	_unidentified	_unidentified	_unidentified	0.997171713
Zotu6688	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia	_unidentified	0.962459243
Zotu6689	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.99998513
Zotu6690	Fungi	_Ascomycota	_Sordariomycetes	_Chaetosphaeriales	_Chaetosphaeriaceae	_Chloridium	_unidentified	0.999421827
Zotu6691	Fungi	_Ascomycota						0.787824161
Zotu6692	Fungi	_Ascomycota	_Eurotiomycetes	_Verrucariales	_Verrucariaceae	_Verrucaria	_Verrucaria_muralis	0.851135834
Zotu6693	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Montagnula	_Montagnula_scabiosae	0.910511988
Zotu6694	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Aspergillus		0.986199832
Zotu6695	Fungi	_Glomeromycota	_Archaeosporomycetes	_Archaeosporales	_Ambisporaceae	_Ambispora	_unidentified	0.998401656
Zotu6696	Fungi	_Basidiomycota	_Geminibasidiomycetes	_Geminibasidiales	_Geminibasidiaceae	_Geminibasidium		0.741633664
Zotu6697	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.80580158
Zotu6698	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.852127935
Zotu6699	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.993678343
Zotu6700	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.764199162
Zotu6701	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Cantharellales_fam_Incertae_sedis	_Sistotrema	_unidentified	0.843986925
Zotu6702	Fungi							1
Zotu6703	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.999731891
Zotu6704	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Chalara	_unidentified	0.7350166
Zotu6705	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.715414228
Zotu6706	Fungi							1
Zotu6707	Fungi							1
Zotu6708	Fungi	_Ascomycota	_Dothideomycetes	_Hysteriales	_unidentified	_unidentified	_unidentified	0.997931975
Zotu6709	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_unidentified	_unidentified	0.901810392
Zotu6710	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae			0.99072349
Zotu6711	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella	_Tomentella_subclavigera	0.889846975
Zotu6712	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.776991435
Zotu6713	Fungi	_Glomeromycota	_Paraglomeromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.814265107
Zotu6714	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Psathyrellaceae	_Psathyrella	_Psathyrella_sulcatotuberculosa	0.999999619
Zotu6715	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Sarcosomataceae	_Trichaleurina	_Trichaleurina_tenuispora	0.999999979
Zotu6716	Fungi	_Ascomycota						0.757077131
Zotu6717	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.737467298
Zotu6718	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Aspergillus	_Aspergillus_protuberus	0.939006197
Zotu6719	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.99999867
Zotu6720	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.726010012
Zotu6721	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_unidentified	_unidentified	0.973944194
Zotu6722	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium	_unidentified	0.762756163
Zotu6723	Fungi	_Ascomycota						0.7721739
Zotu6724	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.999643362
Zotu6725	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Agaricaceae			0.793047833
Zotu6726	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_rutilum	0.999985222
Zotu6727	Fungi	_Ascomycota						0.829514973
Zotu6728	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Cadophora		0.763888609
Zotu6729	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.703135359
Zotu6730	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Scutellinia	_unidentified	0.890945938
Zotu6731	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae			0.999867807
Zotu6732	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.99999836
Zotu6733	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.995276868
Zotu6734	Fungi							1
Zotu6735	Fungi	_Ascomycota						0.762960224
Zotu6736	Fungi	_Basidiomycota	_Microbotryomycetes	_Leucosporidiales	_unidentified	_unidentified	_unidentified	0.99576455
Zotu6737	Fungi							1
Zotu6738	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_Articulospora_proliferata	0.715398778
Zotu6739	Fungi	_Ascomycota	_Sordariomycetes					0.879152491
Zotu6740	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.999283831
Zotu6741	Fungi	_Ascomycota						0.772529277
Zotu6742	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.863327302
Zotu6743	Fungi							1
Zotu6744	Fungi	_Basidiomycota	_Tremellomycetes					0.961803056
