	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu15112	Fungi	_Ascomycota	_Leotiomycetes	_Thelebolales	_Pseudeurotiaceae	_Pseudeurotium	_unidentified	0.79652046
Zotu15113	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.854822839
Zotu15114	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Microdochiaceae	_Idriella	_Idriella_lunata	0.999993575
Zotu15115	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.883435634
Zotu15116	Fungi	_Basidiomycota	_Tremellomycetes	_Tremellales	_Cuniculitremaceae	_Kockovaella	_Kockovaella_lichenicola	0.999974802
Zotu15117	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Chaetothyriales_fam_Incertae_sedis	_Strelitziana	_Strelitziana_africana	0.999995319
Zotu15118	Fungi							1
Zotu15119	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.999973843
Zotu15120	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999990566
Zotu15121	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_Clavaria_fumosa	0.998035492
Zotu15122	Fungi	_Ascomycota	_Sordariomycetes					0.847113217
Zotu15123	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.746117557
Zotu15124	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_unidentified	_unidentified	0.782698173
Zotu15125	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Neosetophoma	_Neosetophoma_rosigena	0.937310659
Zotu15126	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.81657338
Zotu15127	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_discospora	0.999692311
Zotu15128	Fungi	_Ascomycota						0.829120234
Zotu15129	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.809622349
Zotu15130	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_discospora	0.999458629
Zotu15131	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_unidentified	0.825303763
Zotu15132	Fungi	_Basidiomycota	_Tremellomycetes	_Tremellales	_Rhynchogastremataceae	_Papiliotrema	_Papiliotrema_rajasthanensis	0.885497056
Zotu15133	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Scutellinia	_Scutellinia_heterosculpturata	0.940493048
Zotu15134	Fungi							1
Zotu15135	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Dematiopleospora	_Dematiopleospora_salsolae	0.999900044
Zotu15136	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.992754653
Zotu15137	Fungi							1
Zotu15138	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia	_unidentified	0.977533132
Zotu15139	Fungi	_Ascomycota						0.926498933
Zotu15140	Fungi	_Kickxellomycota	_Kickxellomycetes	_Kickxellales	_Kickxellaceae	_Ramicandelaber	_Ramicandelaber_taiwanensis	0.989678806
Zotu15141	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_fimbricystis	0.96491715
Zotu15142	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.70499348
Zotu15143	Fungi	_Ascomycota	_Sordariomycetes	_Phomatosporales	_Phomatosporaceae	_Phomatospora	_Phomatospora_biseriata	0.750880437
Zotu15144	Fungi							1
Zotu15145	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales				0.983303311
Zotu15146	Fungi							1
Zotu15147	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Strophariaceae	_unidentified	_unidentified	0.859107204
Zotu15148	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Sarcoscyphaceae	_Sarcoscypha	_Sarcoscypha_korfiana	0.876788395
Zotu15149	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.987509062
Zotu15150	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron	_unidentified	0.995250169
Zotu15151	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.777704932
Zotu15152	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.919294015
Zotu15153	Fungi	_Ascomycota						0.752355099
Zotu15154	Fungi							1
Zotu15155	Fungi	_Glomeromycota	_Paraglomeromycetes	_GS24	_unidentified	_unidentified	_unidentified	0.791734924
Zotu15156	Fungi							1
Zotu15157	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999799024
Zotu15158	Fungi	_Ascomycota	_Dothideomycetes	_Tubeufiales	_Tubeufiaceae	_Helicosporium	_Helicosporium_pallidum	0.848814937
Zotu15159	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Psathyrellaceae	_Coprinopsis	_unidentified	0.835800673
Zotu15160	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.98284358
Zotu15161	Fungi							1
Zotu15162	Fungi							1
Zotu15163	Fungi							1
Zotu15164	Fungi	_Ascomycota						0.727194423
Zotu15165	Fungi	_Basidiomycota	_Agaricomycetes	_Trechisporales	_Hydnodontaceae	_Subulicystidium	_Subulicystidium_perlongisporum	0.998664273
Zotu15166	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.970703923
Zotu15167	Fungi	_Ascomycota	_Dothideomycetes	_Tubeufiales	_Wiesneriomycetaceae	_Spissiomyces	_unidentified	0.999999902
Zotu15168	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Capnodiaceae	_Conidiocarpus	_Conidiocarpus_caucasicus	0.993323325
Zotu15169	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.904406191
Zotu15170	Fungi							1
Zotu15171	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Pulvinula	_unidentified	0.999999325
Zotu15172	Fungi	_Glomeromycota	_Paraglomeromycetes	_GS24	_unidentified	_unidentified	_unidentified	0.999294246
Zotu15173	Fungi							1
Zotu15174	Fungi	_Glomeromycota	_Paraglomeromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.786468619
Zotu15175	Fungi							1
Zotu15176	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Periconiaceae	_Periconia	_Periconia_macrospinosa	0.82438094
Zotu15177	Fungi							1
Zotu15178	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.902019012
Zotu15179	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Ceratobasidium	_unidentified	0.709399027
Zotu15180	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.831381271
Zotu15181	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.999930078
Zotu15182	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Glomus	_unidentified	0.723389614
Zotu15183	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae			0.744218105
Zotu15184	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Xylariaceae	_Anthostomella	_Anthostomella_pinea	0.999996069
Zotu15185	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lophiostomataceae	_Lophiostoma	_unidentified	0.983876853
Zotu15186	Fungi	_Ascomycota						0.813879827
Zotu15187	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_Serendipita_indica	0.790990394
Zotu15188	Fungi	_Glomeromycota	_Paraglomeromycetes					0.981147018
Zotu15189	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.93932607
Zotu15190	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Lycoperdaceae	_Bovista	_Bovista_aestivalis	0.999994598
Zotu15191	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.784999792
Zotu15192	Fungi	_Glomeromycota	_Paraglomeromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.99326815
Zotu15193	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulales_fam_Incertae_sedis	_Scytinostromella	_Scytinostromella_heterogenea	0.999999858
Zotu15194	Fungi	_Ascomycota	_Lecanoromycetes	_Agyriales	_unidentified	_unidentified	_unidentified	0.96946853
Zotu15195	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Gliocephalotrichum		0.999966159
Zotu15196	Fungi	_Basidiomycota	_Pucciniomycetes	_Platygloeales				0.994668184
Zotu15197	Fungi							1
Zotu15198	Fungi							1
Zotu15199	Fungi							1
Zotu15200	Fungi							1
Zotu15201	Fungi							1
Zotu15202	Fungi							1
Zotu15203	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_Cladoniaceae	_Cladonia	_Cladonia_fimbriata	0.966643107
Zotu15204	Fungi							1
Zotu15205	Fungi							1
Zotu15206	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_unidentified	_unidentified	_unidentified	0.841758388
Zotu15207	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.738634166
Zotu15208	Fungi	_Ascomycota	_Sordariomycetes	_Microascales	_Microascaceae	_Pithoascus	_Pithoascus_stoveri	0.925942722
Zotu15209	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.775536791
Zotu15210	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.745254771
Zotu15211	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales				0.730654327
Zotu15212	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_Inocybe_proximella	0.987531017
Zotu15213	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_unidentified	_unidentified	_unidentified	0.988813412
Zotu15214	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae			0.716574606
Zotu15215	Fungi							1
Zotu15216	Fungi							1
Zotu15217	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Veronaea	_Veronaea_japonica	0.751062063
Zotu15218	Fungi							1
Zotu15219	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.964952973
Zotu15220	Fungi							1
Zotu15221	Fungi							1
Zotu15222	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.956094526
Zotu15223	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Psathyrellaceae	_Coprinellus	_Coprinellus_radians	0.914801822
Zotu15224	Fungi	_Ascomycota	_Geoglossomycetes	_Geoglossales	_Geoglossaceae	_Trichoglossum	_unidentified	0.962690482
Zotu15225	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_unidentified	_unidentified	_unidentified	0.837265314
Zotu15226	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Omphalotaceae	_Gymnopus	_Gymnopus_variicolor	0.999991539
Zotu15227	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.764898116
Zotu15228	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.998825737
Zotu15229	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.986224941
Zotu15230	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Cercophora	_Cercophora_mirabilis	0.940036705
Zotu15231	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.907721455
Zotu15232	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.956071496
Zotu15233	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Bactrodesmium	_Bactrodesmium_pallidum	0.963320115
Zotu15234	Fungi							1
Zotu15235	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.812883525
Zotu15236	Fungi							1
Zotu15237	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_Exophiala_cancerae	0.997318907
Zotu15238	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.997818309
Zotu15239	Fungi							1
Zotu15240	Fungi							1
Zotu15241	Fungi							1
Zotu15242	Fungi							1
Zotu15243	Fungi	_Ascomycota						0.735348683
Zotu15244	Fungi							1
Zotu15245	Fungi	_Ascomycota	_Sordariomycetes	_Pleurotheciales	_Pleurotheciaceae	_unidentified	_unidentified	0.996693097
Zotu15246	Fungi	_Ascomycota						0.937496189
Zotu15247	Fungi							1
Zotu15248	Fungi	_Ascomycota						0.812943843
Zotu15249	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.978332858
Zotu15250	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.879311065
Zotu15251	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_Exophiala_moniliae	0.989627096
Zotu15252	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Xylariaceae	_Hypoxylon	_Hypoxylon_investiens	0.90301808
Zotu15253	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Byssocorticium	_unidentified	0.999711277
Zotu15254	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.734198907
Zotu15255	Fungi	_Ascomycota						0.967441923
Zotu15256	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.97840658
Zotu15257	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Ramariopsis	_unidentified	0.841921043
Zotu15258	Fungi	_Ascomycota	_Taphrinomycetes	_Taphrinales	_Taphrinaceae	_Taphrina	_Taphrina_carnea	0.913937559
Zotu15259	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_unidentified	_unidentified	0.701602393
Zotu15260	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.838570392
Zotu15261	Fungi							1
Zotu15262	Fungi							1
Zotu15263	Fungi							1
Zotu15264	Fungi	_Basidiomycota	_Tremellomycetes	_Tremellales	_Rhynchogastremataceae	_Papiliotrema	_Papiliotrema_nemorosus	0.974850598
Zotu15265	Fungi							1
Zotu15266	Fungi							1
Zotu15267	Fungi							1
Zotu15268	Fungi							1
Zotu15269	Fungi							1
Zotu15270	Fungi							1
Zotu15271	Fungi							1
Zotu15272	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Rhinocladiella	_unidentified	0.789719533
Zotu15273	Fungi							1
Zotu15274	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.837902311
Zotu15275	Fungi							1
Zotu15276	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Coniosporium		0.768594683
Zotu15277	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Chaetothyriales_fam_Incertae_sedis	_Strelitziana	_Strelitziana_australiensis	0.906255412
Zotu15278	Fungi							1
Zotu15279	Fungi							1
Zotu15280	Fungi	_Basidiomycota	_Tremellomycetes					0.998354649
Zotu15281	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora		0.976160405
Zotu15282	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.728477018
Zotu15283	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Hyaloscypha	_Hyaloscypha_bicolor	0.997203773
Zotu15284	Fungi							1
Zotu15285	Fungi	_Basidiomycota	_Agaricomycetes	_Hymenochaetales	_Tubulicrinaceae	_Tubulicrinis	_Tubulicrinis_subulatus	1
Zotu15286	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Nectria	_unidentified	0.99129402
Zotu15287	Fungi	_Ascomycota						0.770975819
Zotu15288	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Thyridariaceae	_Liua	_Liua_muriformis	0.996735631
Zotu15289	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia		0.978381671
Zotu15290	Fungi							1
Zotu15291	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.778416927
Zotu15292	Fungi							1
Zotu15293	Fungi							1
Zotu15294	Fungi							1
Zotu15295	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Torulaceae	_Dendryphion	_Dendryphion_europaeum	0.999999718
Zotu15296	Fungi							1
Zotu15297	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.829012978
Zotu15298	Fungi	_Ascomycota						0.752910899
Zotu15299	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Cortinariaceae	_Cortinarius		0.999986651
Zotu15300	Fungi							1
Zotu15301	Fungi	_Ascomycota						0.871766411
Zotu15302	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.940225599
Zotu15303	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Entolomataceae	_Entoloma	_Entoloma_terreum	0.912248325
Zotu15304	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.714016118
Zotu15305	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.831196687
Zotu15306	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.804926717
Zotu15307	Fungi							1
Zotu15308	Fungi							1
Zotu15309	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Paraphaeosphaeria	_unidentified	0.975657109
Zotu15310	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Cladosporiaceae	_Cladosporium	_Cladosporium_halotolerans	0.727980954
Zotu15311	Fungi	_Ascomycota	_Dothideomycetes					0.711581592
Zotu15312	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales				0.988568092
Zotu15313	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.746254946
Zotu15314	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.93624777
Zotu15315	Fungi							1
Zotu15316	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.752684984
Zotu15317	Fungi	_Ascomycota	_Dothideomycetes	_Botryosphaeriales	_unidentified	_unidentified	_unidentified	0.999039449
Zotu15318	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Tilachlidiaceae	_Tilachlidium	_Tilachlidium_brachiatum	0.999970851
Zotu15319	Fungi							1
Zotu15320	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_unidentified	_unidentified	_unidentified	0.759982455
Zotu15321	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.780777318
Zotu15322	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.761945684
Zotu15323	Fungi	_Basidiomycota	_Agaricomycetes	_Geastrales	_Geastraceae	_Geastrum	_unidentified	0.907793909
Zotu15324	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Chaetothyriales_fam_Incertae_sedis	_Strelitziana		0.994082657
Zotu15325	Fungi							1
Zotu15326	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.722958785
Zotu15327	Fungi							1
Zotu15328	Fungi							1
Zotu15329	Fungi							1
Zotu15330	Fungi							1
Zotu15331	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia	_Preussia_polymorpha	0.993138552
Zotu15332	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.882826345
Zotu15333	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.963053183
Zotu15334	Fungi	_Ascomycota	_Sordariomycetes	_Diaporthales	_Gnomoniaceae	_Ophiognomonia		0.959221154
Zotu15335	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.937225551
Zotu15336	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.99964549
Zotu15337	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.907201613
Zotu15338	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_fimeti	0.99999968
Zotu15339	Fungi							1
Zotu15340	Fungi							1
Zotu15341	Fungi							1
Zotu15342	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_Diversisporaceae	_Diversispora		0.91822827
Zotu15343	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium		0.993340201
Zotu15344	Fungi							1
Zotu15345	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.808860949
Zotu15346	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_unidentified	0.711845174
Zotu15347	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Veronaea	_Veronaea_japonica	0.917678962
Zotu15348	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.959040132
Zotu15349	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_unidentified	_unidentified	_unidentified	0.730257607
Zotu15350	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.806084623
Zotu15351	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.905918627
Zotu15352	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Phaeosphaeria	_Phaeosphaeria_lunariae	0.9368829
Zotu15353	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_Myrothecium	_unidentified	0.758651835
Zotu15354	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.757872921
Zotu15355	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.829225761
Zotu15356	Fungi							1
Zotu15357	Fungi	_Glomeromycota	_Paraglomeromycetes					0.979142515
Zotu15358	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_unidentified	_unidentified	0.90352206
Zotu15359	Fungi							1
Zotu15360	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.990862064
Zotu15361	Fungi	_Basidiomycota	_Agaricomycetes	_Trechisporales	_Hydnodontaceae	_Trechispora	_unidentified	0.998108659
Zotu15362	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae			0.734738469
Zotu15363	Fungi							1
Zotu15364	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Septoglomus	_unidentified	0.843012821
Zotu15365	Fungi	_Ascomycota	_Eurotiomycetes	_Onygenales	_unidentified	_unidentified	_unidentified	0.99287165
Zotu15366	Fungi							1
Zotu15367	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Bondarzewiaceae	_Bondarzewia	_Bondarzewia_tibetica	0.975022382
Zotu15368	Fungi							1
Zotu15369	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.818827724
Zotu15370	Fungi	_Ascomycota	_Sordariomycetes	_Diaporthales	_Diaporthaceae	_Diaporthe		0.996629989
Zotu15371	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Entolomataceae	_Entoloma	_unidentified	0.985953417
Zotu15372	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Curvularia	_Curvularia_sporobolicola	0.97151725
Zotu15373	Fungi							1
Zotu15374	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.869323578
Zotu15375	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium		0.999960053
Zotu15376	Fungi							1
Zotu15377	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Bartaliniaceae			0.821032335
Zotu15378	Fungi	_Ascomycota	_Sordariomycetes					0.781880802
Zotu15379	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Comoclathris	_Comoclathris_italica	0.839838954
